"Folder","SizeGB"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\fontTools\qu2cu\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\fontTools\subset\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\fontTools\svgLib\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\fontTools\otlLib\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\fontTools\otlLib\optimize\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\fontTools\pens\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\joblib\externals\cloudpickle\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\matplotlib\tri\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\matplotlib\_api\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\mpl_toolkits\axes_grid1\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\matplotlib\testing\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\matplotlib\testing\jpl_units\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\matplotlib\tests\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\mpl_toolkits\axes_grid1\tests\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\Microsoft.XboxSpeechToTextOverlay_8wekyb3d8bbwe\AC\Temp","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\Microsoft.XboxSpeechToTextOverlay_8wekyb3d8bbwe\AC\INetCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\Microsoft.XboxSpeechToTextOverlay_8wekyb3d8bbwe\TempState","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\mpl_toolkits\axisartist\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\mpl_toolkits\axisartist\tests\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\mpl_toolkits\mplot3d\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\joblib\test\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\joblib\test\data\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\kiwisolver\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\joblib\externals\loky\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\Microsoft.YourPhone_8wekyb3d8bbwe\LocalCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\joblib\externals\loky\backend\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\matplotlib\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\matplotlib\projections\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\matplotlib\sphinxext\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\matplotlib\style\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\matplotlib\axes\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\matplotlib\backends\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\r-miniconda\envs\r-reticulate\Lib\site-packages\matplotlib\backends\qt_editor\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\R\cache\R\reticulate\uv\python\cpython-3.12.13-windows-x86_64-none\Lib\site-packages\pip\_vendor\pygments\filters\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\Default\AutofillAiModelCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Perplexity\Comet\User Data\Default\optimization_guide_hint_cache_store","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\ShaderCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\Default\Cache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Perplexity\Comet\User Data\Default\DawnGraphiteCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Perplexity\Comet\User Data\Default\DawnWebGPUCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\GrShaderCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Perplexity\Comet\User Data\Guest Profile\Cache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Perplexity\Comet\User Data\Guest Profile\Code Cache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Perplexity\Comet\User Data\Guest Profile\DawnGraphiteCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Perplexity\Comet\User Data\Default\Service Worker\ScriptCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Perplexity\Comet\User Data\Default\Shared Dictionary\cache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Perplexity\Comet\User Data\GPUPersistentCache\DawnGraphiteCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\windows_ie_ac_001\AC\Temp","0"
"C:\Users\PCCPPPCCC\AppData\Local\Perplexity\Comet\Temp","0"
"C:\Users\PCCPPPCCC\AppData\Local\Perplexity\Comet\User Data\Crashpad","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\Windows.PrintDialog_cw5n1h2txyewy\AC\INetCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\Windows.PrintDialog_cw5n1h2txyewy\AC\Temp","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\windows_ie_ac_001\AC\INetCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Perplexity\Comet\User Data\extensions_crx_cache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Perplexity\Comet\User Data\ShaderCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Perplexity\Comet\User Data\Default\AutofillAiModelCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\Default\Code Cache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Perplexity\Comet\User Data\GPUPersistentCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Perplexity\Comet\User Data\GraphiteDawnCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\Default\optimization_guide_hint_cache_store","0"
"C:\Users\PCCPPPCCC\AppData\Local\Perplexity\Comet\User Data\Guest Profile\DawnWebGPUCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Perplexity\Comet\User Data\System Profile\Code Cache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Perplexity\Comet\User Data\System Profile\Shared Dictionary\cache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\Logs","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\tmp","0"
"C:\Users\PCCPPPCCC\AppData\Local\Perplexity\Comet\User Data\Profile 1\Shared Dictionary\cache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Perplexity\Comet\User Data\Profile 1\WebStorage\22\CacheStorage","0"
"C:\Users\PCCPPPCCC\AppData\Local\Perplexity\CometUpdater\145.2.7632.4583\Crashpad","0"
"C:\Users\PCCPPPCCC\AppData\Local\Programs\hellofont\resources\app.asar.unpacked\node_modules\active-win\build-tmp-napi-v6\Release\obj\node-active-win\node-active-win.tlog","0"
"C:\Users\PCCPPPCCC\AppData\Local\Programs\hellofont\resources\app.asar.unpacked\node_modules\electron-active-window\build\Release\obj\wm\wm.tlog","0"
"C:\Users\PCCPPPCCC\AppData\Local\Programs\kimi-desktop\resources\resources\runtime\node_modules\npm\node_modules\cacache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\AC\Temp","0"
"C:\Users\PCCPPPCCC\AppData\Local\Programs\hellofont\resources\app.asar.unpacked\node_modules\active-win\build-tmp-napi-v6","0"
"C:\Users\PCCPPPCCC\AppData\Local\Programs\hellofont\resources\app.asar.unpacked\node_modules\active-win\build-tmp-napi-v6\Release\obj\action_after_build\action_a.B783A750.tlog","0"
"C:\Users\PCCPPPCCC\AppData\Local\Perplexity\Comet\User Data\Guest Profile\Cache\Cache_Data","0"
"C:\Users\PCCPPPCCC\AppData\Local\Perplexity\Comet\User Data\Guest Profile\Service Worker\ScriptCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Perplexity\Comet\User Data\Guest Profile\Shared Dictionary\cache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Perplexity\Comet\User Data\Guest Profile\GPUCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Perplexity\Comet\User Data\Guest Profile\optimization_guide_hint_cache_store","0"
"C:\Users\PCCPPPCCC\AppData\Local\Perplexity\Comet\User Data\Guest Profile\Service Worker","0"
"C:\Users\PCCPPPCCC\AppData\Local\Perplexity\Comet\User Data\Profile 1\AutofillAiModelCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Perplexity\Comet\User Data\Profile 1\optimization_guide_hint_cache_store","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\Crashpad","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\component_crx_cache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\GPUPersistentCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Perplexity\Comet\User Data\Profile 1\DawnGraphiteCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\extensions_crx_cache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\Windows.PrintDialog_cw5n1h2txyewy\TempState","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Service Worker\CacheStorage","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Shared Dictionary\cache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\tfl\tmp","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\optimization_guide_hint_cache_store","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Service Worker","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\GPUPersistentCache\DawnGraphiteCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\tfw\tmp","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\NcsiUwpApp_8wekyb3d8bbwe\AC\Temp","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\NVIDIACorp.NVIDIAControlPanel_56jybvy8sckqj\LocalCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\NVIDIACorp.NVIDIAControlPanel_56jybvy8sckqj\TempState","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\NcsiUwpApp_8wekyb3d8bbwe\LocalCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\NcsiUwpApp_8wekyb3d8bbwe\TempState","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\NcsiUwpApp_8wekyb3d8bbwe\AC\INetCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfl\DawnWebGPUCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfl\Service Worker\CacheStorage","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfl\DawnGraphiteCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfl\optimization_guide_hint_cache_store","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfl\Service Worker","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfl\GPUCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfl\Shared Dictionary\cache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfl\AutofillAiModelCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\DawnWebGPUCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\GPUCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\AutofillAiModelCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfl\Code Cache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\DawnGraphiteCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\NVIDIACorp.NVIDIAControlPanel_56jybvy8sckqj\AC\INetCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\ScratchFoundation.ScratchDesktop_wmbdy4q6dbx4t\LocalCache\Roaming\Scratch\DawnWebGPUCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\ScratchFoundation.ScratchDesktop_wmbdy4q6dbx4t\LocalCache\Roaming\Scratch\GPUCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\ScratchFoundation.ScratchDesktop_wmbdy4q6dbx4t\LocalCache\Roaming\Scratch\Shared Dictionary\cache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\Default\Cache\Cache_Data","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\ScratchFoundation.ScratchDesktop_wmbdy4q6dbx4t\LocalCache\Roaming\Scratch\Code Cache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\ScratchFoundation.ScratchDesktop_wmbdy4q6dbx4t\LocalCache\Roaming\Scratch\DawnGraphiteCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\Windows.CBSPreview_cw5n1h2txyewy\LocalCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\TempState","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\Windows.PrintDialog_cw5n1h2txyewy\LocalCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\Windows.CBSPreview_cw5n1h2txyewy\TempState","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\Windows.CBSPreview_cw5n1h2txyewy\AC\INetCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\Windows.CBSPreview_cw5n1h2txyewy\AC\Temp","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\OpenAI.Codex_2p2nqsd0c76g0\AC\INetCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\OpenAI.Codex_2p2nqsd0c76g0\AC\Temp","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\PDFShellExt_8wekyb3d8bbwe\LocalCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\NVIDIACorp.NVIDIAControlPanel_56jybvy8sckqj\AC\Temp","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\OpenAI.Codex_2p2nqsd0c76g0\LocalCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\OpenAI.Codex_2p2nqsd0c76g0\TempState","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\PDFShellExt_8wekyb3d8bbwe\TempState","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\ScratchFoundation.ScratchDesktop_wmbdy4q6dbx4t\TempState","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\ScratchFoundation.ScratchDesktop_wmbdy4q6dbx4t\AC\INetCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\ScratchFoundation.ScratchDesktop_wmbdy4q6dbx4t\AC\Temp","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\PDFShellExt_8wekyb3d8bbwe\AC\INetCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\PDFShellExt_8wekyb3d8bbwe\AC\Temp","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\Default\Shared Dictionary\cache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Programs\kimi-desktop\resources\resources\runtime\node_modules\npm\node_modules\http-cache-semantics","0"
"C:\Users\PCCPPPCCC\AppData\Local\R\cache\R\reticulate\uv\python\cpython-3.12.13-windows-x86_64-none\Lib\site-packages\pip\_internal\locations\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\R\cache\R\reticulate\uv\python\cpython-3.12.13-windows-x86_64-none\Lib\site-packages\pip\_internal\metadata\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\R\cache\R\reticulate\uv\python\cpython-3.12.13-windows-x86_64-none\Lib\site-packages\pip\_internal\metadata\importlib\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\R\cache\R\reticulate\uv\python\cpython-3.12.13-windows-x86_64-none\Lib\site-packages\pip\_internal\commands\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\R\cache\R\reticulate\uv\python\cpython-3.12.13-windows-x86_64-none\Lib\site-packages\pip\_internal\distributions\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\R\cache\R\reticulate\uv\python\cpython-3.12.13-windows-x86_64-none\Lib\site-packages\pip\_internal\index\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\R\cache\R\reticulate\uv\python\cpython-3.12.13-windows-x86_64-none\Lib\site-packages\pip\_internal\models\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\R\cache\R\reticulate\uv\python\cpython-3.12.13-windows-x86_64-none\Lib\site-packages\pip\_internal\operations\install\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\R\cache\R\reticulate\uv\python\cpython-3.12.13-windows-x86_64-none\Lib\site-packages\pip\_internal\req\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MicrosoftCorporationII.WinAppRuntime.Singleton_8wekyb3d8bbwe\AC\Temp","0"
"C:\Users\PCCPPPCCC\AppData\Local\R\cache\R\reticulate\uv\python\cpython-3.12.13-windows-x86_64-none\Lib\site-packages\pip\_internal\network\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\R\cache\R\reticulate\uv\python\cpython-3.12.13-windows-x86_64-none\Lib\site-packages\pip\_internal\operations\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\R\cache\R\reticulate\uv\python\cpython-3.12.13-windows-x86_64-none\Lib\site-packages\pip\_internal\operations\build\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\AC\INetCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TempState","0"
"C:\Users\PCCPPPCCC\AppData\Local\R\cache\R\reticulate\uv\python\cpython-3.12.13-windows-x86_64-none\Lib\importlib\resources\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\R\cache\R\reticulate\uv\python\cpython-3.12.13-windows-x86_64-none\Lib\http\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\R\cache\R\reticulate\uv\python\cpython-3.12.13-windows-x86_64-none\Lib\importlib\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\R\cache\R\reticulate\uv\python\cpython-3.12.13-windows-x86_64-none\Lib\importlib\metadata\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\R\cache\R\reticulate\uv\python\cpython-3.12.13-windows-x86_64-none\Lib\json\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\R\cache\R\reticulate\uv\python\cpython-3.12.13-windows-x86_64-none\Lib\site-packages\pip\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\R\cache\R\reticulate\uv\python\cpython-3.12.13-windows-x86_64-none\Lib\site-packages\pip\_internal\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\R\cache\R\reticulate\uv\python\cpython-3.12.13-windows-x86_64-none\Lib\site-packages\pip\_internal\cli\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\R\cache\R\reticulate\uv\python\cpython-3.12.13-windows-x86_64-none\Lib\logging\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\R\cache\R\reticulate\uv\python\cpython-3.12.13-windows-x86_64-none\Lib\re\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\R\cache\R\reticulate\uv\python\cpython-3.12.13-windows-x86_64-none\Lib\site-packages\pip\_internal\resolution\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\R\cache\R\reticulate\uv\python\cpython-3.12.13-windows-x86_64-none\Lib\site-packages\pip\_vendor\packaging\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MicrosoftCorporationII.WinAppRuntime.Singleton_8wekyb3d8bbwe\LocalCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MicrosoftCorporationII.WinAppRuntime.Main.2_8wekyb3d8bbwe\AC\Temp","0"
"C:\Users\PCCPPPCCC\AppData\Local\R\cache\R\reticulate\uv\python\cpython-3.12.13-windows-x86_64-none\Lib\site-packages\pip\_vendor\distro\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\R\cache\R\reticulate\uv\python\cpython-3.12.13-windows-x86_64-none\Lib\site-packages\pip\_vendor\idna\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\R\cache\R\reticulate\uv\python\cpython-3.12.13-windows-x86_64-none\Lib\site-packages\pip\_vendor\msgpack\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\R\cache\R\reticulate\uv\python\cpython-3.12.13-windows-x86_64-none\Lib\site-packages\pip\_vendor\packaging\licenses\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MicrosoftCorporationII.WinAppRuntime.Main.2_8wekyb3d8bbwe\TempState","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MicrosoftCorporationII.WinAppRuntime.Main.2_8wekyb3d8bbwe\LocalCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\R\cache\R\reticulate\uv\python\cpython-3.12.13-windows-x86_64-none\Lib\site-packages\pip\_vendor\pygments\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\R\cache\R\reticulate\uv\python\cpython-3.12.13-windows-x86_64-none\Lib\site-packages\pip\_vendor\pkg_resources\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MicrosoftCorporationII.WinAppRuntime.Main.2_8wekyb3d8bbwe\AC\INetCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\R\cache\R\reticulate\uv\python\cpython-3.12.13-windows-x86_64-none\Lib\site-packages\pip\_vendor\platformdirs\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\R\cache\R\reticulate\uv\python\cpython-3.12.13-windows-x86_64-none\Lib\site-packages\pip\_internal\vcs\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MicrosoftCorporationII.WinAppRuntime.Singleton_8wekyb3d8bbwe\AC\INetCache","0"
"C:\Users\PCCPPPCCC\AppData\Local\Packages\MicrosoftCorporationII.WinAppRuntime.Singleton_8wekyb3d8bbwe\TempState","0"
"C:\Users\PCCPPPCCC\AppData\Local\R\cache\R\reticulate\uv\python\cpython-3.12.13-windows-x86_64-none\Lib\site-packages\pip\_internal\resolution\legacy\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\R\cache\R\reticulate\uv\python\cpython-3.12.13-windows-x86_64-none\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__","0"
"C:\Users\PCCPPPCCC\AppData\Local\R\cache\R\reticulate\uv\python\cpython-3.12.13-windows-x86_64-none\Lib\site-packages\pip\_internal\utils\__pycache__","0"
