"Extension","Folder","SizeMB","Level"
"mrkeles61.yolomode","mrkeles61.yolomode-3.1.1-universal","0.18","?"
"corp.trace-insight","corp.trace-insight-0.4.0-universal","0.18","?"
"hyperspacetechnologies.reactor-vscode","hyperspacetechnologies.reactor-vscode-0.1.2-universal","0.18","?"
"novastore.novastore-antigravity-auto-retry","novastore.novastore-antigravity-auto-retry-1.2.8-universal","0.18","?"
"elagil.pre-commit-helper","elagil.pre-commit-helper-0.6.0-universal","0.18","?"
"prashantmalan.claude-token-optimizer","prashantmalan.claude-token-optimizer-1.0.0-universal","0.17","?"
"formulateai.continuum","formulateai.continuum-0.2.0-universal","0.17","?"
"ghost-dev.ctrl-z-terminal","ghost-dev.ctrl-z-terminal-0.1.1-universal","0.17","?"
"prashantmalan.claude-5dd","prashantmalan.claude-5dd-1.0.1-universal","0.17","?"
"prashantmalan.claude-steward","prashantmalan.claude-steward-1.0.2-universal","0.17","?"
"mrbeandev.mcp-sqlite-tool","mrbeandev.mcp-sqlite-tool-0.0.4-universal","0.17","?"
"carlosiborra.ralphban","carlosiborra.ralphban-1.0.2-universal","0.17","?"
"formulateai.continuum-vscode","formulateai.continuum-vscode-0.2.0-universal","0.17","?"
"khaosai.khaosai","khaosai.khaosai-0.2.0-universal","0.17","?"
"wendylabsinc.wendy-vscode","wendylabsinc.wendy-vscode-0.1.1-universal","0.17","?"
"israelroze.agent-loadout","israelroze.agent-loadout-0.1.4-universal","0.17","?"
"hakkietem.cucumber-java-easy-runner","hakkietem.cucumber-java-easy-runner-0.1.16-universal","0.17","?"
"nextcortex.nextcortex-antigravity-monitor","nextcortex.nextcortex-antigravity-monitor-2.0.2-universal","0.17","?"
"gnagnom94.open-items-tracker","gnagnom94.open-items-tracker-0.4.2-universal","0.17","?"
"datalabrotterdam.nova-ai-vscode","datalabrotterdam.nova-ai-vscode-1.0.10-universal","0.17","?"
"kingcl.kingcle-ai","kingcl.kingcle-ai-0.1.6-universal","0.16","?"
"mnagaso.r4-platform","mnagaso.r4-platform-0.1.21-universal","0.16","?"
"mindaro-dev.file-downloader","mindaro-dev.file-downloader-1.0.13-universal","0.16","?"
"devloadout.agent-rules","devloadout.agent-rules-0.2.0-universal","0.16","?"
"skay138.happy-spring-tomcat","skay138.happy-spring-tomcat-1.1.0-universal","0.16","?"
"devloadout.context-saver","devloadout.context-saver-0.1.0-universal","0.16","?"
"iuliushutuleac.flink-sql-workbench","iuliushutuleac.flink-sql-workbench-0.1.5-universal","0.16","?"
"kryzen.kryzen","kryzen.kryzen-1.0.3-universal","0.16","?"
"gguf.gguf-coder","gguf.gguf-coder-0.2.0-universal","0.16","?"
"techfutureinfo.vscode-ask-code-anything","techfutureinfo.vscode-ask-code-anything-0.3.0-universal","0.16","?"
"tdminc.macro-terminal","tdminc.macro-terminal-0.5.0-universal","0.16","?"
"chandorkartechnologies.vikasit-code","chandorkartechnologies.vikasit-code-2.1.2-universal","0.15","?"
"saas.synthetic-galileo","saas.synthetic-galileo-1.0.2-universal","0.15","?"
"salemal-zuhairi.android-system-explorer","salemal-zuhairi.android-system-explorer-0.0.1-universal","0.15","?"
"meshredded.robusta","meshredded.robusta-3.0.6-universal","0.15","?"
"jirim.turbo-debugger-smart","jirim.turbo-debugger-smart-2.0.2-universal","0.15","?"
"codewithmishu.opentunnel","codewithmishu.opentunnel-2.0.0-universal","0.15","?"
"markusvankempen.zendesk-mcp-vscode","markusvankempen.zendesk-mcp-vscode-1.3.4-universal","0.15","?"
"michaelsam94.csv-studio","michaelsam94.csv-studio-0.1.1-universal","0.15","?"
"reditorsupport.r-syntax","reditorsupport.r-syntax-0.1.4-universal","0.15","?"
"kingreaper96420.cursorforspeech","kingreaper96420.cursorforspeech-3.4.0-universal","0.15","?"
"igorganapolsky.thumbgate","igorganapolsky.thumbgate-1.28.1-universal","0.14","?"
"jakepark.sidemirror","jakepark.sidemirror-0.1.10-universal","0.14","?"
"singhaman21.svg-preview-hover","singhaman21.svg-preview-hover-0.1.9-universal","0.14","?"
"carrotj.mdcarrot","carrotj.mdcarrot-1.4.6-universal","0.14","?"
"nadim-vscode.html-meta-tags-hero","nadim-vscode.html-meta-tags-hero-1.0.2-universal","0.14","?"
"raghul-tech.faah-terminal-alert-ext","raghul-tech.faah-terminal-alert-ext-1.0.0-universal","0.14","?"
"ms-azuretools.vscode-docker","ms-azuretools.vscode-docker-2.0.0-universal","0.14","?"
"damolinx.tracciatto","damolinx.tracciatto-0.3.6-universal","0.14","?"
"predicte.predicte-commit","predicte.predicte-commit-1.0.1-universal","0.14","?"
"zyohra.zyohra-ai","zyohra.zyohra-ai-1.0.11-universal","0.14","?"
"koichisasada.vscode-rdbg","koichisasada.vscode-rdbg-0.2.1-universal","0.14","?"
"sakethsreeram.vscode-varexplorer","sakethsreeram.vscode-varexplorer-1.0.2-universal","0.14","?"
"mylesmurphy.prettify-ts","mylesmurphy.prettify-ts-0.3.9-universal","0.14","?"
"jrdev.vsc-theme-generator","jrdev.vsc-theme-generator-0.2.5-universal","0.14","?"
"juniorit-ai.vscode-juniorit","juniorit-ai.vscode-juniorit-0.0.12-universal","0.14","?"
"rufat.cursor-ai-chat-click-redirect","rufat.cursor-ai-chat-click-redirect-0.6.6-universal","0.14","?"
"ecocitizenz.eczid-ai-agents","ecocitizenz.eczid-ai-agents-0.2.2-universal","0.13","?"
"jackos.mdlab","jackos.mdlab-0.7.4-universal","0.13","?"
"yutabee.unmute-video","yutabee.unmute-video-0.2.3-universal","0.13","?"
"caenrigen.jupytext-sync","caenrigen.jupytext-sync-1.4.4-universal","0.13","?"
"coco.coco-cursor","coco.coco-cursor-0.1.1-universal","0.13","?"
"windfall.co-bridge","windfall.co-bridge-1.0.6-universal","0.13","?"
"recurate.recurate-annotator-vscode","recurate.recurate-annotator-vscode-0.2.1-universal","0.13","?"
"profanterdev.ollama-code-completions","profanterdev.ollama-code-completions-1.1.1-universal","0.13","?"
"theangryepicbanana.language-pascal","theangryepicbanana.language-pascal-0.1.6-universal","0.13","?"
"dorianmassoulier.repomix-runner","dorianmassoulier.repomix-runner-0.5.0-universal","0.13","?"
"waydotnet.profiler-powered-by-scalene","waydotnet.profiler-powered-by-scalene-0.1.1-universal","0.13","?"
"lucasdonordeste.claude-control","lucasdonordeste.claude-control-0.9.5-universal","0.13","?"
"yingqizhang.ai-coder-thucs","yingqizhang.ai-coder-thucs-0.3.1-universal","0.13","?"
"ygqygq2.turbo-print-var","ygqygq2.turbo-print-var-4.0.4-universal","0.13","?"
"lichenxi.sysmonitor","lichenxi.sysmonitor-1.2.0-universal","0.13","?"
"tooark.git-compare","tooark.git-compare-1.1.0-universal","0.12","?"
"hacklm.hacklm-memory","hacklm.hacklm-memory-1.1.0-universal","0.12","?"
"yeoudev.contextcleaner","yeoudev.contextcleaner-1.2.3-universal","0.12","?"
"keyfire.xbsl-debug","keyfire.xbsl-debug-0.1.9-universal","0.12","?"
"consolex.consolex","consolex.consolex-2.2.0-universal","0.12","?"
"waylongleon.sightread","waylongleon.sightread-1.3.2-universal","0.12","?"
"intellistream.sage-agent-vscode","intellistream.sage-agent-vscode-0.1.0-universal","0.12","?"
"nuvocode.nuvo-commit","nuvocode.nuvo-commit-1.2.0-universal","0.12","?"
"skrashevich.gptrus","skrashevich.gptrus-0.3.5-universal","0.12","?"
"kodilo.gptrus","kodilo.gptrus-0.3.1-universal","0.12","?"
"jagreehal.rundebug","jagreehal.rundebug-0.2.0-universal","0.11","?"
"es6kr.vscode-makefile-term","es6kr.vscode-makefile-term-0.1.1-universal","0.11","?"
"marceloxp.statusbartext","marceloxp.statusbartext-0.0.5-universal","0.11","?"
"damolinx.formatto","damolinx.formatto-0.4.11-universal","0.11","?"
"yejianfei-billy.subagent-cli-vscode","yejianfei-billy.subagent-cli-vscode-0.1.3-universal","0.11","?"
"mcuhex.mcuhex","mcuhex.mcuhex-0.1.4-universal","0.11","?"
"guidemyai.guide-my-ai-extension","guidemyai.guide-my-ai-extension-0.0.7-universal","0.11","?"
"pi0.pi-vscode","pi0.pi-vscode-0.0.9-universal","0.11","?"
"gelbhart.vscode-torch-checkpoint-inspector","gelbhart.vscode-torch-checkpoint-inspector-0.2.3-universal","0.11","?"
"prokids.json-viewer-tree-inspector","prokids.json-viewer-tree-inspector-0.1.10-universal","0.11","?"
"layerdynamics.hermes-vscode","layerdynamics.hermes-vscode-0.1.0-universal","0.11","?"
"claui.pagan","claui.pagan-0.2.1","0.11","?"
"mikesoft.vscode-kilo-cli-launcher","mikesoft.vscode-kilo-cli-launcher-0.3.0-universal","0.11","?"
"midouest.playdate-debug","midouest.playdate-debug-1.20.1-universal","0.11","?"
"vemonet.stardog-rdf-grammars","vemonet.stardog-rdf-grammars-0.1.2-universal","0.11","?"
"forgetmenot.forgetmenot-memory","forgetmenot.forgetmenot-memory-0.3.7-universal","0.11","?"
"ust-pace-ai.copilot-wrapper","ust-pace-ai.copilot-wrapper-0.1.9-universal","0.11","?"
"sketchbuch.vsc-quokka-statusbar","sketchbuch.vsc-quokka-statusbar-1.3.6-universal","0.1","?"
"mikesoft.vscode-codex-cli-launcher","mikesoft.vscode-codex-cli-launcher-0.1.7-universal","0.1","?"
"pablaofficeals.analog-code-monitor","pablaofficeals.analog-code-monitor-2.0.1-universal","0.1","?"
"cursor-claude-bridge.cursor-claude-code-bridge","cursor-claude-bridge.cursor-claude-code-bridge-0.3.0-universal","0.1","?"
"dks-analytics.claude-purr","dks-analytics.claude-purr-0.1.1-universal","0.1","?"
"opencrater.opencrater","opencrater.opencrater-0.1.4-universal","0.1","?"
"jq-syntax-highlighting.jq-syntax-highlighting","jq-syntax-highlighting.jq-syntax-highlighting-0.0.2-universal","0.1","?"
"scooperai.uint","scooperai.uint-0.0.2-universal","0.1","?"
"norwayishere.share-my-claude-code-200","norwayishere.share-my-claude-code-200-0.1.0-universal","0.1","?"
"sulci.sulci-vscode","sulci.sulci-vscode-0.4.5-universal","0.1","?"
"tinkercode.hipster","tinkercode.hipster-1.0.2-universal","0.1","?"
"valferon.session-control-center","valferon.session-control-center-0.1.15-universal","0.1","?"
"lucgibson.gittron","lucgibson.gittron-0.0.3-universal","0.1","?"
"ds-labs.antigravity-observer","ds-labs.antigravity-observer-1.0.3-universal","0.1","?"
"crsx.ag-usage","crsx.ag-usage-1.9.0-universal","0.1","?"
"ex-codes.pine-script-syntax-highlighter","ex-codes.pine-script-syntax-highlighter-1.0.5-universal","0.1","?"
"rufat.python-quick-intent","rufat.python-quick-intent-0.4.4-universal","0.1","?"
"softlighttech.webl","softlighttech.webl-0.0.1-universal","0.1","?"
"seedbase.seedbase","seedbase.seedbase-0.4.5-universal","0.1","?"
"leanctx.lean-ctx","leanctx.lean-ctx-0.2.0-universal","0.09","?"
"roman910dev.jsdoc-markdown-plus","roman910dev.jsdoc-markdown-plus-0.3.0-universal","0.09","?"
"cjl.word-space","cjl.word-space-0.0.2-universal","0.09","?"
"eniacode.enia-code-local","eniacode.enia-code-local-0.0.3-universal","0.09","?"
"mik8142.commitwright","mik8142.commitwright-0.1.0-universal","0.09","?"
"scala-lang.scala","scala-lang.scala-0.5.10-universal","0.09","?"
"pandadev.ziit","pandadev.ziit-1.2.3-universal","0.09","?"
"zardoy.js-debug-extras","zardoy.js-debug-extras-0.1.2-universal","0.09","?"
"mzjagirdar10.odoo-debug-config","mzjagirdar10.odoo-debug-config-1.0.8-universal","0.09","?"
"harry18456.ayesman","harry18456.ayesman-1.5.0-universal","0.09","?"
"twinntechies.local-mock-server","twinntechies.local-mock-server-0.1.1-universal","0.09","?"
"ms-toolsai.jupyter-keymap","ms-toolsai.jupyter-keymap-1.1.2","0.09","?"
"codewithmishu.webrun","codewithmishu.webrun-1.0.0-universal","0.09","?"
"tokenwall.tokenwall-vscode","tokenwall.tokenwall-vscode-1.0.30-universal","0.09","?"
"shreyam1008.visualise-oklch","shreyam1008.visualise-oklch-2.0.5-universal","0.09","?"
"gert7.srt-subrip","gert7.srt-subrip-1.3.3-universal","0.09","?"
"modhruti-llp.devmod-pulse","modhruti-llp.devmod-pulse-0.0.3-universal","0.08","?"
"xraph.forge-devtools","xraph.forge-devtools-1.0.0-universal","0.08","?"
"headyai.heady-ai","headyai.heady-ai-1.2.0-universal","0.08","?"
"intellistream.sagellm-vscode","intellistream.sagellm-vscode-0.1.13-universal","0.08","?"
"frederiek-pascal.claude-token-tracker-vscode","frederiek-pascal.claude-token-tracker-vscode-1.0.14-universal","0.08","?"
"hamer1818.vscode-tulpar","hamer1818.vscode-tulpar-0.5.0-universal","0.08","?"
"pulse-dev.pulse-ai","pulse-dev.pulse-ai-0.1.1-universal","0.08","?"
"zardoy.inline-debugger","zardoy.inline-debugger-0.0.1-universal","0.08","?"
"gruntfuggly.triggertaskonsave","gruntfuggly.triggertaskonsave-0.2.18-universal","0.08","?"
"einfachai.yapl","einfachai.yapl-0.0.12-universal","0.08","?"
"shyamyemuka.veil","shyamyemuka.veil-1.0.3-universal","0.08","?"
"vntrcorp.antigravity-pre-execution-form-planner","vntrcorp.antigravity-pre-execution-form-planner-0.2.5-universal","0.08","?"
"flowmo.flowmo-visual-inspector","flowmo.flowmo-visual-inspector-0.9.0-universal","0.08","?"
"melon-hub.zai-usage-tracker","melon-hub.zai-usage-tracker-1.0.4-universal","0.08","?"
"trackleaf.trackleaf","trackleaf.trackleaf-0.0.7-universal","0.08","?"
"tutuge.claude-code-notifier-plus","tutuge.claude-code-notifier-plus-1.5.0-universal","0.08","?"
"patravishek.memex-vscode","patravishek.memex-vscode-0.5.7-universal","0.08","?"
"foretag.rust-toolkit","foretag.rust-toolkit-0.2.0-universal","0.08","?"
"vertexdata.adaptive-k-toolkit","vertexdata.adaptive-k-toolkit-0.1.0-universal","0.08","?"
"wy-1533.code-assistant-bmc-stress","wy-1533.code-assistant-bmc-stress-1.0.0-universal","0.07","?"
"semiherdogan.local-commit-ai-cli","semiherdogan.local-commit-ai-cli-0.7.1-universal","0.07","?"
"probe-rs.probe-rs-debugger","probe-rs.probe-rs-debugger-0.31.0-universal","0.07","?"
"codavidgarcia.antigravity-pulse","codavidgarcia.antigravity-pulse-1.6.0-universal","0.07","?"
"code-leon4055.agcm","code-leon4055.agcm-1.0.3-universal","0.07","?"
"dawidope.flutter-log-fold","dawidope.flutter-log-fold-0.3.1-universal","0.07","?"
"pandadev.solidtime","pandadev.solidtime-1.1.1","0.07","?"
"iuliushutuleac.credential-manager","iuliushutuleac.credential-manager-0.1.3-universal","0.07","?"
"tamil202.flow-mermaid-diagrams","tamil202.flow-mermaid-diagrams-1.1.2-universal","0.07","?"
"k-kuroguro.cluster-smi","k-kuroguro.cluster-smi-1.1.0-universal","0.07","?"
"community.sumodata-toolbox","community.sumodata-toolbox-0.1.0-universal","0.07","?"
"contextbridge.contextbridge-codex","contextbridge.contextbridge-codex-0.1.1-universal","0.07","?"
"rohanvashisht.bend","rohanvashisht.bend-0.2.14-universal","0.07","?"
"sanjay3290.homebrew-manager","sanjay3290.homebrew-manager-0.1.0-universal","0.07","?"
"ezoosk.claude-context-bar","ezoosk.claude-context-bar-1.5.0-universal","0.07","?"
"serkonda7.vscode-vba","serkonda7.vscode-vba-1.2.1-universal","0.07","?"
"markhoo.manim-liveview","markhoo.manim-liveview-1.0.0-universal","0.07","?"
"kagan.kagan-vscode","kagan.kagan-vscode-0.18.0-universal","0.07","?"
"mnemoverse.mnemoverse-vscode","mnemoverse.mnemoverse-vscode-0.2.0-universal","0.07","?"
"ericgomez.php-debug-inline","ericgomez.php-debug-inline-0.0.8-universal","0.07","?"
"jamboteam.jambo-work-vscode","jamboteam.jambo-work-vscode-0.1.5-universal","0.07","?"
"catalystairesearch.hokmah","catalystairesearch.hokmah-0.1.2-universal","0.07","?"
"kurtlausman.kiro-voice","kurtlausman.kiro-voice-0.4.3-universal","0.07","?"
"theobsessedmaniacs.claude-c0de-workspace-watcher","theobsessedmaniacs.claude-c0de-workspace-watcher-0.6.0-a20-universal","0.07","?"
"sk2you.smart-size-explorer","sk2you.smart-size-explorer-1.3.13-universal","0.07","?"
"gitusai.gitusai","gitusai.gitusai-1.0.29-universal","0.07","?"
"ms-vscode.test-adapter-converter","ms-vscode.test-adapter-converter-0.2.1-universal","0.07","?"
"xiaoxuxxxx.gogo-codelens","xiaoxuxxxx.gogo-codelens-1.4.2-universal","0.06","?"
"wolkie.ollama-gitlab-web-ide","wolkie.ollama-gitlab-web-ide-0.7.1-universal","0.06","?"
"bytaymur.stm32-professional-compiler","bytaymur.stm32-professional-compiler-1.0.0-universal","0.06","?"
"codfrm.scriptcat-vscode","codfrm.scriptcat-vscode-0.4.2-universal","0.06","?"
"shardulm94.trailing-spaces","shardulm94.trailing-spaces-0.4.4-universal","0.06","?"
"alvinashcraft.windev-helper","alvinashcraft.windev-helper-3.3.0-universal","0.06","?"
"ssf0.vscode-image-editor-pro","ssf0.vscode-image-editor-pro-1.0.1-universal","0.06","?"
"fodda.fodda","fodda.fodda-0.1.7-universal","0.06","?"
"sakshamnegi.cp-graph-visualizer","sakshamnegi.cp-graph-visualizer-1.0.1-universal","0.06","?"
"marianzeis.open-js-debug-terminal","marianzeis.open-js-debug-terminal-1.2.1-universal","0.06","?"
"manojmallick.sigmap","manojmallick.sigmap-4.2.0-universal","0.06","?"
"taehyunkim3.vscode-kospi","taehyunkim3.vscode-kospi-0.0.8-universal","0.06","?"
"nuance-dev.rival","nuance-dev.rival-0.1.1-universal","0.06","?"
"svgpeek.svg-peek","svgpeek.svg-peek-0.0.3-universal","0.06","?"
"tkpratardan.lemma-datascience","tkpratardan.lemma-datascience-1.2.13-universal","0.06","?"
"technicaldost.td-auto-accept-pro","technicaldost.td-auto-accept-pro-1.1.0-universal","0.06","?"
"technicaldost.td-process-guardian","technicaldost.td-process-guardian-1.0.0-universal","0.06","?"
"solomonkinard.compare-text","solomonkinard.compare-text-0.0.5-universal","0.06","?"
"csharp-forge.monogame-color-preview","csharp-forge.monogame-color-preview-0.3.1-universal","0.06","?"
"mitolabs.mitosheet-vscode","mitolabs.mitosheet-vscode-0.1.3-universal","0.06","?"
"parktaesoo.ltcai","parktaesoo.ltcai-9.1.0-universal","0.06","?"
"microchip.mplab-extension-pack","microchip.mplab-extension-pack-1.2.6-universal","0.06","?"
"byteeatsbits.sharpkit","byteeatsbits.sharpkit-0.0.1-universal","0.06","?"
"inandi.stringscope","inandi.stringscope-2.1.3","0.06","?"
"satyasoftchoice.powerbi-modeling-mcp-setup","satyasoftchoice.powerbi-modeling-mcp-setup-1.0.1-universal","0.06","?"
"xxx.antigravity-skill-commander","xxx.antigravity-skill-commander-0.2.7-universal","0.06","?"
"hfs-dev.vscode-image-editor-pro","hfs-dev.vscode-image-editor-pro-1.0.0-universal","0.06","?"
"yesdrx.nim-debugger","yesdrx.nim-debugger-0.3.1-universal","0.05","?"
"genius257.autoit3-debug","genius257.autoit3-debug-1.3.0-universal","0.05","?"
"garrit.stylebook","garrit.stylebook-1.0.1-universal","0.05","?"
"prompt-firewall.prompt-firewall","prompt-firewall.prompt-firewall-0.2.0-universal","0.05","?"
"mcu-debug.debug-tracker-vscode","mcu-debug.debug-tracker-vscode-0.0.15-universal","0.05","?"
"shardstitch.shardstitch","shardstitch.shardstitch-1.0.0-universal","0.05","?"
"danbmky.agoric-vscode","danbmky.agoric-vscode-1.0.9-universal","0.05","?"
"maxima-cas.maxima-debug","maxima-cas.maxima-debug-1.0.6-universal","0.05","?"
"unisphere.unisphere","unisphere.unisphere-0.2.2-universal","0.05","?"
"larshp.vscode-abap","larshp.vscode-abap-0.5.4-universal","0.05","?"
"rohanvashisht.carbonizer","rohanvashisht.carbonizer-0.1.2-universal","0.05","?"
"quarkengineinc.quark-vscode","quarkengineinc.quark-vscode-0.1.0-universal","0.05","?"
"miniocean404.mini-chinese-format","miniocean404.mini-chinese-format-0.0.4-universal","0.05","?"
"rytora.rytora-code","rytora.rytora-code-1.0.5-universal","0.05","?"
"dorayaki-world.connectview","dorayaki-world.connectview-0.1.7","0.05","?"
"tamirdub.jsonl-viewer","tamirdub.jsonl-viewer-0.1.4-universal","0.05","?"
"nopeslide.vscode-drawio-plugin-rtl","nopeslide.vscode-drawio-plugin-rtl-1.0.0-universal","0.05","?"
"camilooscargbaptista.architect-intelligence","camilooscargbaptista.architect-intelligence-9.0.0-universal","0.05","?"
"cobrust-lang.cobrust","cobrust-lang.cobrust-0.2.0-universal","0.05","?"
"iamshreydxv.gitingest","iamshreydxv.gitingest-0.5.0-universal","0.05","?"
"saptarshiroy39.portyard","saptarshiroy39.portyard-1.2.2-universal","0.05","?"
"jim-ki-do.continue-commit-notes","jim-ki-do.continue-commit-notes-0.3.3-universal","0.05","?"
"jochenseeber.vscode-secret-resolver","jochenseeber.vscode-secret-resolver-1.1.0-universal","0.05","?"
