"Name","Version","Folder","SizeMB","SizeGB","Large"
"iterative.dvc","1.2.33","C:\Users\PCCPPPCCC\.positron\extensions\iterative.dvc-1.2.33","29.95","0.029","否"
"abacusai.abacusai-agent","1.22.2-win32-x64","C:\Users\PCCPPPCCC\.positron\extensions\abacusai.abacusai-agent-1.22.2-win32-x64","29.86","0.029","否"
"mangabey.distinct-sh","0.9.7-universal","C:\Users\PCCPPPCCC\.positron\extensions\mangabey.distinct-sh-0.9.7-universal","29.78","0.029","否"
"million-views.reactive-md","1.2.2-win32-x64","C:\Users\PCCPPPCCC\.positron\extensions\million-views.reactive-md-1.2.2-win32-x64","29.68","0.029","否"
"jeenyjai.diff-editor","0.19.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\jeenyjai.diff-editor-0.19.0-universal","29.63","0.029","否"
"vasubasraj.flashpost","1.1.99-universal","C:\Users\PCCPPPCCC\.positron\extensions\vasubasraj.flashpost-1.1.99-universal","29.62","0.029","否"
"jo-hemphill.ai-endpoint-normalizer","0.1.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\jo-hemphill.ai-endpoint-normalizer-0.1.1-universal","29.54","0.029","否"
"sunnyyangyangyang.vscodium-jupyter","2026.6.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\sunnyyangyangyang.vscodium-jupyter-2026.6.1-universal","29.51","0.029","否"
"masti.mastiflow","0.1.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\masti.mastiflow-0.1.3-universal","29.4","0.029","否"
"crstian.llamit","2.0.1-win32-x64","C:\Users\PCCPPPCCC\.positron\extensions\crstian.llamit-2.0.1-win32-x64","29.27","0.029","否"
"ply-ct.vscode-ply","3.2.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\ply-ct.vscode-ply-3.2.0-universal","29.06","0.028","否"
"syncause.ai-debugger","0.5.9-universal","C:\Users\PCCPPPCCC\.positron\extensions\syncause.ai-debugger-0.5.9-universal","29.03","0.028","否"
"saoudrizwan.cline-nightly","4.0.1784073013-universal","C:\Users\PCCPPPCCC\.positron\extensions\saoudrizwan.cline-nightly-4.0.1784073013-universal","28.85","0.028","否"
"saoudrizwan.cline-nightly","4.0.1783947573-universal","C:\Users\PCCPPPCCC\.positron\extensions\saoudrizwan.cline-nightly-4.0.1783947573-universal","28.8","0.028","否"
"meta.pyrefly","1.1.1","C:\Users\PCCPPPCCC\.positron\extensions\meta.pyrefly-1.1.1","28.78","0.028","否"
"ysgao.ontograph-lite","0.2.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\ysgao.ontograph-lite-0.2.2-universal","28.65","0.028","否"
"diegoscirocco.grid-master","0.6.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\diegoscirocco.grid-master-0.6.0-universal","28.49","0.028","否"
"mathworks.language-matlab","1.3.12-universal","C:\Users\PCCPPPCCC\.positron\extensions\mathworks.language-matlab-1.3.12-universal","28.15","0.027","否"
"teodor38kowa.antigravity-remote-control","3.1.3","C:\Users\PCCPPPCCC\.positron\extensions\teodor38kowa.antigravity-remote-control-3.1.3","28.15","0.027","否"
"tabbyml.pochi","0.58.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\tabbyml.pochi-0.58.0-universal","28.05","0.027","否"
"thinkingos_tech.tao-coder","1.0.6-universal","C:\Users\PCCPPPCCC\.positron\extensions\thinkingos_tech.tao-coder-1.0.6-universal","27.87","0.027","否"
"betterthantomorrow.calva","2.0.594-universal","C:\Users\PCCPPPCCC\.positron\extensions\betterthantomorrow.calva-2.0.594-universal","27.76","0.027","否"
"jamied.sysml-v2-support","0.41.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\jamied.sysml-v2-support-0.41.0-universal","27.74","0.027","否"
"trentinium.camaleone","0.1.12-universal","C:\Users\PCCPPPCCC\.positron\extensions\trentinium.camaleone-0.1.12-universal","27.63","0.027","否"
"curbsec.curb","0.1.0-win32-x64","C:\Users\PCCPPPCCC\.positron\extensions\curbsec.curb-0.1.0-win32-x64","27.56","0.027","否"
"dotstarllc.dotstar-ide","0.2.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\dotstarllc.dotstar-ide-0.2.2-universal","27.53","0.027","否"
"multiplayer.multiplayer","0.0.15-universal","C:\Users\PCCPPPCCC\.positron\extensions\multiplayer.multiplayer-0.0.15-universal","27.38","0.027","否"
"xjchen.cursor-viewer","5.4.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\xjchen.cursor-viewer-5.4.0-universal","27.24","0.027","否"
"robocorp.robocorp-code","1.22.3-win32-x64","C:\Users\PCCPPPCCC\.positron\extensions\robocorp.robocorp-code-1.22.3-win32-x64","27.21","0.027","否"
"swiftlang.swift-vscode","2.17.20260702-universal","C:\Users\PCCPPPCCC\.positron\extensions\swiftlang.swift-vscode-2.17.20260702-universal","27.13","0.026","否"
"heyzgj.cursor-autopilot","0.0.8-universal","C:\Users\PCCPPPCCC\.positron\extensions\heyzgj.cursor-autopilot-0.0.8-universal","26.88","0.026","否"
"rstack.rstest","0.11.0-win32-x64","C:\Users\PCCPPPCCC\.positron\extensions\rstack.rstest-0.11.0-win32-x64","26.83","0.026","否"
"ttoowa.in-your-face-incredible","1.1.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\ttoowa.in-your-face-incredible-1.1.0-universal","26.78","0.026","否"
"transitrix.transitrix-studio","3.0.6-win32-x64","C:\Users\PCCPPPCCC\.positron\extensions\transitrix.transitrix-studio-3.0.6-win32-x64","26.73","0.026","否"
"transitrix.transitrix-studio","3.0.7-win32-x64","C:\Users\PCCPPPCCC\.positron\extensions\transitrix.transitrix-studio-3.0.7-win32-x64","26.68","0.026","否"
"watermelontools.watermelon-tools","2.1.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\watermelontools.watermelon-tools-2.1.4-universal","26.6","0.026","否"
"felipefaras.judo-assistant","1.1.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\felipefaras.judo-assistant-1.1.0-universal","26.59","0.026","否"
"kobetsa67.multiplayer","0.0.14-universal","C:\Users\PCCPPPCCC\.positron\extensions\kobetsa67.multiplayer-0.0.14-universal","26.42","0.026","否"
"salesforce.salesforcedx-vscode-core","67.4.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\salesforce.salesforcedx-vscode-core-67.4.0-universal","26.16","0.026","否"
"ms-vscode.cmake-tools","1.23.52-universal","C:\Users\PCCPPPCCC\.positron\extensions\ms-vscode.cmake-tools-1.23.52-universal","26.09","0.025","否"
"chris-hayes.chatgpt-reborn","3.28.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\chris-hayes.chatgpt-reborn-3.28.0-universal","26.07","0.025","否"
"scscodes.meridian","2.16.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\scscodes.meridian-2.16.0-universal","25.81","0.025","否"
"salesforce.salesforcedx-vscode-apex","67.4.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\salesforce.salesforcedx-vscode-apex-67.4.0-universal","25.5","0.025","否"
"mutyai.mutydoc","1.0.15-universal","C:\Users\PCCPPPCCC\.positron\extensions\mutyai.mutydoc-1.0.15-universal","25.06","0.024","否"
"salesforce.salesforcedx-vscode-core","67.5.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\salesforce.salesforcedx-vscode-core-67.5.0-universal","24.94","0.024","否"
"nskha.airtable-formula","2.0.94-universal","C:\Users\PCCPPPCCC\.positron\extensions\nskha.airtable-formula-2.0.94-universal","24.85","0.024","否"
"deepx.deepv-code-vscode-ui-plugin","1.1.53-universal","C:\Users\PCCPPPCCC\.positron\extensions\deepx.deepv-code-vscode-ui-plugin-1.1.53-universal","24.73","0.024","否"
"thelivingalgorithms.codur","1.4.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\thelivingalgorithms.codur-1.4.2-universal","24.72","0.024","否"
"deepx.deepv-code-vscode-ui-plugin","1.1.51-universal","C:\Users\PCCPPPCCC\.positron\extensions\deepx.deepv-code-vscode-ui-plugin-1.1.51-universal","24.69","0.024","否"
"vkhey.recomment-pro","2.1.10","C:\Users\PCCPPPCCC\.positron\extensions\vkhey.recomment-pro-2.1.10","24.6","0.024","否"
"salesforce.salesforcedx-vscode-apex","67.5.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\salesforce.salesforcedx-vscode-apex-67.5.0-universal","24.57","0.024","否"
"xicilion.markdown-viewer-extension","5.2.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\xicilion.markdown-viewer-extension-5.2.0-universal","24.55","0.024","否"
"tasking-winidea.tasking-winidea","921.41800.270567-win32-x64","C:\Users\PCCPPPCCC\.positron\extensions\tasking-winidea.tasking-winidea-921.41800.270567-win32-x64","24.53","0.024","否"
"likec4.likec4-vscode","1.58.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\likec4.likec4-vscode-1.58.0-universal","24.46","0.024","否"
"om-chauhan.flutter-asset-viewer-pro","1.0.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\om-chauhan.flutter-asset-viewer-pro-1.0.2-universal","24.42","0.024","否"
"laike9m.cyberbrain","0.2.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\laike9m.cyberbrain-0.2.1-universal","24.41","0.024","否"
"createlex.createlex-local-mcp","0.5.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\createlex.createlex-local-mcp-0.5.1-universal","24.28","0.024","否"
"dbtlabsinc.dbt","0.90.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\dbtlabsinc.dbt-0.90.0-universal","24.11","0.024","否"
"kwired.plutus-debugger","0.2.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\kwired.plutus-debugger-0.2.1-universal","24.06","0.023","否"
"robocorp.robotframework-lsp","1.13.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\robocorp.robotframework-lsp-1.13.0-universal","23.92","0.023","否"
"neikeq.godot-csharp-vscode","0.2.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\neikeq.godot-csharp-vscode-0.2.1-universal","23.82","0.023","否"
"kaustubhpaturi.py-scope","1.0.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\kaustubhpaturi.py-scope-1.0.0-universal","23.76","0.023","否"
"linzy.gd-ai-code-stats","5.0.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\linzy.gd-ai-code-stats-5.0.2-universal","23.6","0.023","否"
"ms-toolsai.jupyter-renderers","1.3.0","C:\Users\PCCPPPCCC\.positron\extensions\ms-toolsai.jupyter-renderers-1.3.0","23.4","0.023","否"
"shiftspace.shiftspace","0.5.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\shiftspace.shiftspace-0.5.3-universal","23.39","0.023","否"
"codacy-app.codacy","1.15.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\codacy-app.codacy-1.15.1-universal","23.3","0.023","否"
"thingraph.cad-viewer","1.5.7-universal","C:\Users\PCCPPPCCC\.positron\extensions\thingraph.cad-viewer-1.5.7-universal","23.26","0.023","否"
"mefisto04.csv-viewer","0.0.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\mefisto04.csv-viewer-0.0.2-universal","23.19","0.023","否"
"kennycha.cursor-chat-keeper","1.0.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\kennycha.cursor-chat-keeper-1.0.1-universal","23.08","0.023","否"
"chrisatwindsurf.language-matlab","1.3.8","C:\Users\PCCPPPCCC\.positron\extensions\chrisatwindsurf.language-matlab-1.3.8","23.05","0.023","否"
"codium.codium","2.2.5-universal","C:\Users\PCCPPPCCC\.positron\extensions\codium.codium-2.2.5-universal","22.99","0.022","否"
"sam20908.vscode-fastolympiccoding","4.0.6-win32-x64","C:\Users\PCCPPPCCC\.positron\extensions\sam20908.vscode-fastolympiccoding-4.0.6-win32-x64","22.99","0.022","否"
"liuxy-cn.preview-everything","3.6.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\liuxy-cn.preview-everything-3.6.2-universal","22.87","0.022","否"
"tangetsu.furry-ai-state","0.2.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\tangetsu.furry-ai-state-0.2.0-universal","22.86","0.022","否"
"shenyq.gs-lang","2.2.7-universal","C:\Users\PCCPPPCCC\.positron\extensions\shenyq.gs-lang-2.2.7-universal","22.83","0.022","否"
"mdozairq.flowgenix","1.0.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\mdozairq.flowgenix-1.0.0-universal","22.81","0.022","否"
"windriver.windsdksupport","24.3.2-canary-open-0407-1052-universal","C:\Users\PCCPPPCCC\.positron\extensions\windriver.windsdksupport-24.3.2-canary-open-0407-1052-universal","22.72","0.022","否"
"jmbarzee.twf-syntax","0.10.2-win32-x64","C:\Users\PCCPPPCCC\.positron\extensions\jmbarzee.twf-syntax-0.10.2-win32-x64","22.7","0.022","否"
"jeilsonaraujo.golden-diff","2.0.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\jeilsonaraujo.golden-diff-2.0.2-universal","22.64","0.022","否"
"rjwang.vscode-office-enhanced","3.7.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\rjwang.vscode-office-enhanced-3.7.4-universal","22.37","0.022","否"
"digma.digma","0.5.49-universal","C:\Users\PCCPPPCCC\.positron\extensions\digma.digma-0.5.49-universal","22.36","0.022","否"
"eprojac.seecodes-continious-review","1.0.6-universal","C:\Users\PCCPPPCCC\.positron\extensions\eprojac.seecodes-continious-review-1.0.6-universal","22.22","0.022","否"
"randomfractalsinc.geo-data-viewer","2.3.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\randomfractalsinc.geo-data-viewer-2.3.0-universal","22.22","0.022","否"
"hivejdbc.hive-jdbc","0.6.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\hivejdbc.hive-jdbc-0.6.1-universal","22.12","0.022","否"
"nuhmanpk.superlogger","0.1.5-universal","C:\Users\PCCPPPCCC\.positron\extensions\nuhmanpk.superlogger-0.1.5-universal","22.12","0.022","否"
"jangkiyss.dbdeep","0.1.8-universal","C:\Users\PCCPPPCCC\.positron\extensions\jangkiyss.dbdeep-0.1.8-universal","22.04","0.022","否"
"protege-ai.protege","0.1.7-universal","C:\Users\PCCPPPCCC\.positron\extensions\protege-ai.protege-0.1.7-universal","22.04","0.022","否"
"laoji.goodcode","0.0.25-universal","C:\Users\PCCPPPCCC\.positron\extensions\laoji.goodcode-0.0.25-universal","21.99","0.021","否"
"pacific-system.cursor-economizer","0.1.26-universal","C:\Users\PCCPPPCCC\.positron\extensions\pacific-system.cursor-economizer-0.1.26-universal","21.87","0.021","否"
"git-brain.git-brain","0.0.19-universal","C:\Users\PCCPPPCCC\.positron\extensions\git-brain.git-brain-0.0.19-universal","21.86","0.021","否"
"dbtlabsinc.dbt","0.88.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\dbtlabsinc.dbt-0.88.0-universal","21.85","0.021","否"
"scalameta.metals","1.68.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\scalameta.metals-1.68.0-universal","21.8","0.021","否"
"dev-hub.devhub-toolkit","0.0.14-universal","C:\Users\PCCPPPCCC\.positron\extensions\dev-hub.devhub-toolkit-0.0.14-universal","21.77","0.021","否"
"chrisatwindsurf.swift-vscode","2.16.0-dev","C:\Users\PCCPPPCCC\.positron\extensions\chrisatwindsurf.swift-vscode-2.16.0-dev","21.72","0.021","否"
"salesforce.salesforcedx-vscode-services","66.12.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\salesforce.salesforcedx-vscode-services-66.12.3-universal","21.67","0.021","否"
"tuyaopen.tuyaopenide","0.1.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\tuyaopen.tuyaopenide-0.1.1-universal","21.63","0.021","否"
"optuna.optuna-dashboard","0.3.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\optuna.optuna-dashboard-0.3.0-universal","21.59","0.021","否"
"yorkie.cursor-prompt-sync","1.0.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\yorkie.cursor-prompt-sync-1.0.2-universal","21.24","0.021","否"
"yuyichao.digitaljs","0.7.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\yuyichao.digitaljs-0.7.3-universal","21.21","0.021","否"
"mcpsharkinspector.mcp-shark-viewer-for-vscode","1.0.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\mcpsharkinspector.mcp-shark-viewer-for-vscode-1.0.4-universal","21.21","0.021","否"
"imandra.speclogician","0.4.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\imandra.speclogician-0.4.0-universal","21.2","0.021","否"
"echemlabs.pglite-explorer","0.4.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\echemlabs.pglite-explorer-0.4.0-universal","21.19","0.021","否"
"donjayamanne.python-environment-manager","1.2.7-universal","C:\Users\PCCPPPCCC\.positron\extensions\donjayamanne.python-environment-manager-1.2.7-universal","21.1","0.021","否"
"fraser.live-coder","1.0.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\fraser.live-coder-1.0.2-universal","21.02","0.021","否"
"edwardkim.rhwp-vscode","0.7.18","C:\Users\PCCPPPCCC\.positron\extensions\edwardkim.rhwp-vscode-0.7.18","21.02","0.021","否"
"lianues.limcode","1.2.7-universal","C:\Users\PCCPPPCCC\.positron\extensions\lianues.limcode-1.2.7-universal","20.96","0.02","否"
"slayzdevv.dexmcp","17.0.9-universal","C:\Users\PCCPPPCCC\.positron\extensions\slayzdevv.dexmcp-17.0.9-universal","20.94","0.02","否"
"tlaplus.vscode-ide","2026.6.242338-universal","C:\Users\PCCPPPCCC\.positron\extensions\tlaplus.vscode-ide-2026.6.242338-universal","20.9","0.02","否"
"nanmu.office-viewer-pro","3.5.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\nanmu.office-viewer-pro-3.5.4-universal","20.89","0.02","否"
"nanmu.docfile-viewer","4.1.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\nanmu.docfile-viewer-4.1.1-universal","20.78","0.02","否"
"amazonwebservices.amazon-nova-act-extension","2.6.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\amazonwebservices.amazon-nova-act-extension-2.6.0-universal","20.59","0.02","否"
"hakalabchile.haka-ai-studio","1.4.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\hakalabchile.haka-ai-studio-1.4.0-universal","20.5","0.02","否"
"hakalabchile.haka-ai-studio","1.2.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\hakalabchile.haka-ai-studio-1.2.0-universal","20.46","0.02","否"
"runql-vscode-extension.runql","1.15.0-win32-x64","C:\Users\PCCPPPCCC\.positron\extensions\runql-vscode-extension.runql-1.15.0-win32-x64","20.31","0.02","否"
"waiin.pundit-magic","1.4.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\waiin.pundit-magic-1.4.2-universal","20.3","0.02","否"
"pomdtr.excalidraw-editor","3.9.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\pomdtr.excalidraw-editor-3.9.0-universal","20.19","0.02","否"
"ibm.operator-collection-sdk","1.0.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\ibm.operator-collection-sdk-1.0.1-universal","20.14","0.02","否"
"posit.shinyuieditor","0.5.0","C:\Users\PCCPPPCCC\.positron\extensions\posit.shinyuieditor-0.5.0","20.09","0.02","否"
"reindeer.reindeer-db","0.2.6-universal","C:\Users\PCCPPPCCC\.positron\extensions\reindeer.reindeer-db-0.2.6-universal","20.09","0.02","否"
"runzelee.mcu-ai-debug","0.1.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\runzelee.mcu-ai-debug-0.1.3-universal","20.08","0.02","否"
"dynatrace.dynatrace-debugging-extension","2.5.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\dynatrace.dynatrace-debugging-extension-2.5.0-universal","20.05","0.02","否"
"imandra.imandrax","0.0.53-universal","C:\Users\PCCPPPCCC\.positron\extensions\imandra.imandrax-0.0.53-universal","20.01","0.02","否"
"nextchaptersoftware.unblocked-vscode","1.0.2687-universal","C:\Users\PCCPPPCCC\.positron\extensions\nextchaptersoftware.unblocked-vscode-1.0.2687-universal","19.94","0.019","否"
"marudhu099.devnote","0.5.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\marudhu099.devnote-0.5.1-universal","19.91","0.019","否"
"cubha.codebase-arch-viz","1.2.58-universal","C:\Users\PCCPPPCCC\.positron\extensions\cubha.codebase-arch-viz-1.2.58-universal","19.91","0.019","否"
"ost-fh.visual-oo-debugger","0.9.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\ost-fh.visual-oo-debugger-0.9.1-universal","19.88","0.019","否"
"mylonics.zephyr-ide","4.0.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\mylonics.zephyr-ide-4.0.1-universal","19.78","0.019","否"
"ms-python.debugpy","2026.6.0","C:\Users\PCCPPPCCC\.positron\extensions\ms-python.debugpy-2026.6.0","19.74","0.019","否"
"firebridge.firebridge-vscode-ext","1.0.7-universal","C:\Users\PCCPPPCCC\.positron\extensions\firebridge.firebridge-vscode-ext-1.0.7-universal","19.65","0.019","否"
"graveon.mindmark","0.13.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\graveon.mindmark-0.13.0-universal","19.64","0.019","否"
"vs-code-database-client.vscode-data-grip","0.0.14-universal","C:\Users\PCCPPPCCC\.positron\extensions\vs-code-database-client.vscode-data-grip-0.0.14-universal","19.58","0.019","否"
