"Name","Version","Folder","SizeMB","SizeGB","Large"
"hitabisgmbh.oaklean","0.1.5-universal","C:\Users\PCCPPPCCC\.positron\extensions\hitabisgmbh.oaklean-0.1.5-universal","56.26","0.055","否"
"sphinx.sphinx-code","1.1.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\sphinx.sphinx-code-1.1.0-universal","56.14","0.055","否"
"tomocraft.mcstructure-preview","1.1.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\tomocraft.mcstructure-preview-1.1.2-universal","55.43","0.054","否"
"fiatinnovations.ola-code-buddy","4.3.13-universal","C:\Users\PCCPPPCCC\.positron\extensions\fiatinnovations.ola-code-buddy-4.3.13-universal","55.23","0.054","否"
"hackerzhuli.unity-code-pro","1.1.1-win32-x64","C:\Users\PCCPPPCCC\.positron\extensions\hackerzhuli.unity-code-pro-1.1.1-win32-x64","54.62","0.053","否"
"kodetech.krom","22.6.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\kodetech.krom-22.6.0-universal","54.2","0.053","否"
"nromanov.dotnet-meteor","6.2.9-win32-x64","C:\Users\PCCPPPCCC\.positron\extensions\nromanov.dotnet-meteor-6.2.9-win32-x64","54.16","0.053","否"
"googlecloudtools.datacloud","0.6.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\googlecloudtools.datacloud-0.6.1-universal","54.07","0.053","否"
"devmesh.devmesh-challenges","0.1.15-universal","C:\Users\PCCPPPCCC\.positron\extensions\devmesh.devmesh-challenges-0.1.15-universal","53.82","0.053","否"
"kirosho.mindsync","1.1.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\kirosho.mindsync-1.1.4-universal","53.77","0.053","否"
"mongodb.mongodb-vscode","1.16.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\mongodb.mongodb-vscode-1.16.0-universal","53.77","0.053","否"
"lucien-martijn.parquet-visualizer","0.31.1","C:\Users\PCCPPPCCC\.positron\extensions\lucien-martijn.parquet-visualizer-0.31.1","53.69","0.052","否"
"h5web.vscode-h5web","0.2.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\h5web.vscode-h5web-0.2.2-universal","53.56","0.052","否"
"polygram.polygram","0.5.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\polygram.polygram-0.5.0-universal","53.45","0.052","否"
"ligolang-publish.ligo-debugger-vscode","0.1.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\ligolang-publish.ligo-debugger-vscode-0.1.3-universal","53.17","0.052","否"
"superbased.superbased-observer","1.19.0-win32-x64","C:\Users\PCCPPPCCC\.positron\extensions\superbased.superbased-observer-1.19.0-win32-x64","53.15","0.052","否"
"revaturepro.revature-python-labs","0.0.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\revaturepro.revature-python-labs-0.0.3-universal","52.9","0.052","否"
"revaturepro-non-prod.revature-python-labs-non-prod","0.0.13-universal","C:\Users\PCCPPPCCC\.positron\extensions\revaturepro-non-prod.revature-python-labs-non-prod-0.0.13-universal","52.76","0.052","否"
"saoudrizwan.claude-dev","4.0.8-universal","C:\Users\PCCPPPCCC\.positron\extensions\saoudrizwan.claude-dev-4.0.8-universal","52.73","0.051","否"
"rust-lang.rust-analyzer","0.4.2972-win32-x64","C:\Users\PCCPPPCCC\.positron\extensions\rust-lang.rust-analyzer-0.4.2972-win32-x64","52.69","0.051","否"
"traves-theberge.nudgeai","1.0.7-universal","C:\Users\PCCPPPCCC\.positron\extensions\traves-theberge.nudgeai-1.0.7-universal","52.64","0.051","否"
"rust-lang.rust-analyzer","0.4.2970-win32-x64","C:\Users\PCCPPPCCC\.positron\extensions\rust-lang.rust-analyzer-0.4.2970-win32-x64","52.64","0.051","否"
"revaturepro-local.revaturepro-python-local","0.0.8-universal","C:\Users\PCCPPPCCC\.positron\extensions\revaturepro-local.revaturepro-python-local-0.0.8-universal","52.62","0.051","否"
"emanubiz.pinodes-orchestra-vscode","0.3.0-win32-x64","C:\Users\PCCPPPCCC\.positron\extensions\emanubiz.pinodes-orchestra-vscode-0.3.0-win32-x64","52.54","0.051","否"
"piuqiupiaqia.vvcode","1.3.6-universal","C:\Users\PCCPPPCCC\.positron\extensions\piuqiupiaqia.vvcode-1.3.6-universal","52.48","0.051","否"
"shengsuan-cloud.cline-shengsuan","3.89.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\shengsuan-cloud.cline-shengsuan-3.89.3-universal","52.46","0.051","否"
"qiyefazhan.super-agent","3.3.5-universal","C:\Users\PCCPPPCCC\.positron\extensions\qiyefazhan.super-agent-3.3.5-universal","52.3","0.051","否"
"gguf.gguf","0.3.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\gguf.gguf-0.3.0-universal","52.22","0.051","否"
"gguf.gguf-cline","0.1.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\gguf.gguf-cline-0.1.1-universal","52.15","0.051","否"
"unievo.xpilot","2.2.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\unievo.xpilot-2.2.0-universal","52.12","0.051","否"
"traycer.traycer-vscode","2.16.8-win32-x64","C:\Users\PCCPPPCCC\.positron\extensions\traycer.traycer-vscode-2.16.8-win32-x64","51.76","0.051","否"
"yousifabdalkarim.openagent-ai","1.0.15","C:\Users\PCCPPPCCC\.positron\extensions\yousifabdalkarim.openagent-ai-1.0.15","51.73","0.051","否"
"ncompasstech.ncprof-vscode","0.1.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\ncompasstech.ncprof-vscode-0.1.0-universal","51.51","0.05","否"
"jo-hemphill.llm-sidecar","0.1.0-win32-x64","C:\Users\PCCPPPCCC\.positron\extensions\jo-hemphill.llm-sidecar-0.1.0-win32-x64","51.38","0.05","否"
"fynix.fynix","1.0.36-universal","C:\Users\PCCPPPCCC\.positron\extensions\fynix.fynix-1.0.36-universal","51.17","0.05","否"
"lyn-inc.html-speed-viewer","0.8.18-universal","C:\Users\PCCPPPCCC\.positron\extensions\lyn-inc.html-speed-viewer-0.8.18-universal","50.81","0.05","否"
"yss-tazawa.plantuml-markdown-preview","0.7.8-universal","C:\Users\PCCPPPCCC\.positron\extensions\yss-tazawa.plantuml-markdown-preview-0.7.8-universal","50.34","0.049","否"
"yss-tazawa.plantuml-markdown-preview","0.7.7-universal","C:\Users\PCCPPPCCC\.positron\extensions\yss-tazawa.plantuml-markdown-preview-0.7.7-universal","50.34","0.049","否"
"gautammanak2.fetch-coder","0.2.21-universal","C:\Users\PCCPPPCCC\.positron\extensions\gautammanak2.fetch-coder-0.2.21-universal","50.32","0.049","否"
"putraadijaya.image-converter-pro","1.3.1","C:\Users\PCCPPPCCC\.positron\extensions\putraadijaya.image-converter-pro-1.3.1","50.29","0.049","否"
"serkan-ozal.browser-devtools-mcp-vscode","0.7.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\serkan-ozal.browser-devtools-mcp-vscode-0.7.0-universal","50.24","0.049","否"
"johannaglover73.qwen-code-vscode-ide-companion","0.13.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\johannaglover73.qwen-code-vscode-ide-companion-0.13.1-universal","50.23","0.049","否"
"unievo.astro-code","2.2.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\unievo.astro-code-2.2.0-universal","50.07","0.049","否"
"dawoodahmad.brainsync","3.0.12-universal","C:\Users\PCCPPPCCC\.positron\extensions\dawoodahmad.brainsync-3.0.12-universal","49.6","0.048","否"
"mindrig.mindrig","0.8.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\mindrig.mindrig-0.8.0-universal","49.5","0.048","否"
"leandixcortex.leandix-cortex","0.1.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\leandixcortex.leandix-cortex-0.1.0-universal","49.28","0.048","否"
"reloadtechinc.epic","1.0.5-universal","C:\Users\PCCPPPCCC\.positron\extensions\reloadtechinc.epic-1.0.5-universal","49.21","0.048","否"
"neural-llm.power-claude","3.0.86-universal","C:\Users\PCCPPPCCC\.positron\extensions\neural-llm.power-claude-3.0.86-universal","48.93","0.048","否"
"magic5644.graph-it-live","1.11.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\magic5644.graph-it-live-1.11.0-universal","48.75","0.048","否"
"makehub.makehub-dev","1.1.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\makehub.makehub-dev-1.1.1-universal","48.52","0.047","否"
"shibukawa.web-component-analyzer","0.0.3","C:\Users\PCCPPPCCC\.positron\extensions\shibukawa.web-component-analyzer-0.0.3","48.32","0.047","否"
"tcodeai.terracode","3.0.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\tcodeai.terracode-3.0.1-universal","48.31","0.047","否"
"jd-xnyf.dongx","0.10.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\jd-xnyf.dongx-0.10.0-universal","48.05","0.047","否"
"royhtml.meta-lang","1.0.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\royhtml.meta-lang-1.0.4-universal","47.78","0.047","否"
"goodloops.goodloops-dev","3.13.314-universal","C:\Users\PCCPPPCCC\.positron\extensions\goodloops.goodloops-dev-3.13.314-universal","47.69","0.047","否"
"serafoundation.ai-vault","0.0.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\serafoundation.ai-vault-0.0.2-universal","47.49","0.046","否"
"glubean.glubean","0.19.0-win32-x64","C:\Users\PCCPPPCCC\.positron\extensions\glubean.glubean-0.19.0-win32-x64","47.42","0.046","否"
"mermaidchart.vscode-mermaid-chart","2.7.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\mermaidchart.vscode-mermaid-chart-2.7.2-universal","46.71","0.046","否"
"hbyecoding.claude-dev","3.14.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\hbyecoding.claude-dev-3.14.0-universal","46.22","0.045","否"
"semanticdiff.semanticdiff","0.10.0-win32-x64","C:\Users\PCCPPPCCC\.positron\extensions\semanticdiff.semanticdiff-0.10.0-win32-x64","46.21","0.045","否"
"f-y.peng-sheets","1.4.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\f-y.peng-sheets-1.4.1-universal","45.86","0.045","否"
"marscode.marscode-extension","1.1.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\marscode.marscode-extension-1.1.1-universal","45.56","0.044","否"
"mishra7yash.mantra","0.7.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\mishra7yash.mantra-0.7.3-universal","45.44","0.044","否"
"edacation.edacation","1.0.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\edacation.edacation-1.0.1-universal","45.12","0.044","否"
"vincentarel-bundock.calepin","0.0.32-win32-x64","C:\Users\PCCPPPCCC\.positron\extensions\vincentarel-bundock.calepin-0.0.32-win32-x64","45.11","0.044","否"
"eliostruyf.vscode-front-matter-beta","10.11.290775394-universal","C:\Users\PCCPPPCCC\.positron\extensions\eliostruyf.vscode-front-matter-beta-10.11.290775394-universal","45.1","0.044","否"
"nailyzero.vscode-naily-ets","1.3.10-win32-x64","C:\Users\PCCPPPCCC\.positron\extensions\nailyzero.vscode-naily-ets-1.3.10-win32-x64","45.02","0.044","否"
"meterian.meterian-heidi","1.21.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\meterian.meterian-heidi-1.21.4-universal","44.54","0.043","否"
"fridaplatform.frida-extension","2.1.19-universal","C:\Users\PCCPPPCCC\.positron\extensions\fridaplatform.frida-extension-2.1.19-universal","44.5","0.043","否"
"fridaplatform.frida-extension","2.1.17-universal","C:\Users\PCCPPPCCC\.positron\extensions\fridaplatform.frida-extension-2.1.17-universal","44.47","0.043","否"
"meterian.meterian-heidi","1.21.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\meterian.meterian-heidi-1.21.3-universal","44.43","0.043","否"
"kylinideteam.java","0.1.11-universal","C:\Users\PCCPPPCCC\.positron\extensions\kylinideteam.java-0.1.11-universal","44.41","0.043","否"
"sema4ai.sema4ai","2.19.0-win32-x64","C:\Users\PCCPPPCCC\.positron\extensions\sema4ai.sema4ai-2.19.0-win32-x64","44.4","0.043","否"
"svelte.svelte-vscode","110.2.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\svelte.svelte-vscode-110.2.1-universal","43.87","0.043","否"
"giacomoaccursi.duckcsv","1.0.7-universal","C:\Users\PCCPPPCCC\.positron\extensions\giacomoaccursi.duckcsv-1.0.7-universal","43.42","0.042","否"
"binhonglee.git-navigator","0.3.8-universal","C:\Users\PCCPPPCCC\.positron\extensions\binhonglee.git-navigator-0.3.8-universal","43.34","0.042","否"
"fabioz.vscode-pydev","0.16.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\fabioz.vscode-pydev-0.16.0-universal","43.22","0.042","否"
"gordonsmith.observable-js","0.4.62-universal","C:\Users\PCCPPPCCC\.positron\extensions\gordonsmith.observable-js-0.4.62-universal","43.14","0.042","否"
"lumeusai.lumeus-extension","1.0.18-win32-x64","C:\Users\PCCPPPCCC\.positron\extensions\lumeusai.lumeus-extension-1.0.18-win32-x64","42.93","0.042","否"
"xline.agent-lab","0.1.15-universal","C:\Users\PCCPPPCCC\.positron\extensions\xline.agent-lab-0.1.15-universal","42.86","0.042","否"
"devmesh.devmesh-challenges","0.1.13-universal","C:\Users\PCCPPPCCC\.positron\extensions\devmesh.devmesh-challenges-0.1.13-universal","42.8","0.042","否"
"hashicorp.terraform","2.39.4-win32-x64","C:\Users\PCCPPPCCC\.positron\extensions\hashicorp.terraform-2.39.4-win32-x64","42.73","0.042","否"
"nimblesite.basilisk","0.34.0-win32-x64","C:\Users\PCCPPPCCC\.positron\extensions\nimblesite.basilisk-0.34.0-win32-x64","42.6","0.042","否"
"ibm.db2-for-luw","1.1.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\ibm.db2-for-luw-1.1.2-universal","41.97","0.041","否"
"gemtalksystems.gemstone-ide","1.8.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\gemtalksystems.gemstone-ide-1.8.4-universal","41.95","0.041","否"
"gemtalksystems.gemstone-ide","1.8.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\gemtalksystems.gemstone-ide-1.8.3-universal","41.92","0.041","否"
"dbdiagram.dbdiagram-vscode","0.3.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\dbdiagram.dbdiagram-vscode-0.3.2-universal","41.77","0.041","否"
"codeatlaslive.codeatlas-live","9.0.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\codeatlaslive.codeatlas-live-9.0.0-universal","41.67","0.041","否"
"codeatlaslive.codeatlas-live","8.0.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\codeatlaslive.codeatlas-live-8.0.0-universal","41.62","0.041","否"
"docker.docker","0.18.0-win32-x64","C:\Users\PCCPPPCCC\.positron\extensions\docker.docker-0.18.0-win32-x64","41.45","0.04","否"
"neural-llm.power-claude","3.0.82-universal","C:\Users\PCCPPPCCC\.positron\extensions\neural-llm.power-claude-3.0.82-universal","41.38","0.04","否"
"sqlnb.sqlnb-visualizer","0.7.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\sqlnb.sqlnb-visualizer-0.7.2-universal","41.37","0.04","否"
"ownable.ownable","0.22.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\ownable.ownable-0.22.0-universal","41.3","0.04","否"
"ggfincke.vsc-mdx-preview","1.6.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\ggfincke.vsc-mdx-preview-1.6.1-universal","41.26","0.04","否"
"zny.nan-code","1.0.9-universal","C:\Users\PCCPPPCCC\.positron\extensions\zny.nan-code-1.0.9-universal","41.1","0.04","否"
"fanjiyu0825.skill-monitor","0.1.6-universal","C:\Users\PCCPPPCCC\.positron\extensions\fanjiyu0825.skill-monitor-0.1.6-universal","40.91","0.04","否"
"nextgencode.jarvis-3d-theme","1.1.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\nextgencode.jarvis-3d-theme-1.1.0-universal","40.81","0.04","否"
"superant.mc-dp-icons","4.0.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\superant.mc-dp-icons-4.0.2-universal","40.68","0.04","否"
"codeantai.codeantai","0.0.196-universal","C:\Users\PCCPPPCCC\.positron\extensions\codeantai.codeantai-0.0.196-universal","40.62","0.04","否"
"ibm.db2forzosdeveloperextension","2.2.6-universal","C:\Users\PCCPPPCCC\.positron\extensions\ibm.db2forzosdeveloperextension-2.2.6-universal","40.56","0.04","否"
"nisargshah.python-debug-visualizer","2.1.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\nisargshah.python-debug-visualizer-2.1.0-universal","39.86","0.039","否"
"speclynx.vscode-openapi-toolkit","1.5.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\speclynx.vscode-openapi-toolkit-1.5.3-universal","39.74","0.039","否"
"codeviz.codeviz","1.6.9-universal","C:\Users\PCCPPPCCC\.positron\extensions\codeviz.codeviz-1.6.9-universal","39.57","0.039","否"
"skylineai.sqllens","1.0.6-universal","C:\Users\PCCPPPCCC\.positron\extensions\skylineai.sqllens-1.0.6-universal","38.98","0.038","否"
"kylinideteam.vscode-gradle","0.1.11-universal","C:\Users\PCCPPPCCC\.positron\extensions\kylinideteam.vscode-gradle-0.1.11-universal","38.93","0.038","否"
"silimate.preqorsor","3.0.5-universal","C:\Users\PCCPPPCCC\.positron\extensions\silimate.preqorsor-3.0.5-universal","38.8","0.038","否"
"mohamadsalman.repo-intel","0.1.25-universal","C:\Users\PCCPPPCCC\.positron\extensions\mohamadsalman.repo-intel-0.1.25-universal","38.6","0.038","否"
"snowflake.snowflake-vsc","1.33.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\snowflake.snowflake-vsc-1.33.1-universal","38.56","0.038","否"
"verdentai.verdent","1.6.13-universal","C:\Users\PCCPPPCCC\.positron\extensions\verdentai.verdent-1.6.13-universal","38.52","0.038","否"
"bytarchai.g-coder","1.1.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\bytarchai.g-coder-1.1.0-universal","38.45","0.038","否"
"codeneter.codeneter","0.11.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\codeneter.codeneter-0.11.2-universal","38.44","0.038","否"
"loong-vsx.docker","0.18.0-1-universal","C:\Users\PCCPPPCCC\.positron\extensions\loong-vsx.docker-0.18.0-1-universal","38.33","0.037","否"
"fittentech.fitten-code","0.10.143-universal","C:\Users\PCCPPPCCC\.positron\extensions\fittentech.fitten-code-0.10.143-universal","38.17","0.037","否"
"neuronlink.neuronlink-ca","1.0.15-universal","C:\Users\PCCPPPCCC\.positron\extensions\neuronlink.neuronlink-ca-1.0.15-universal","37.91","0.037","否"
"vibecheck-ai.vibecheck-ai","43.0.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\vibecheck-ai.vibecheck-ai-43.0.0-universal","37.85","0.037","否"
"chuckjonas.duckdb","0.0.27-win32-x64","C:\Users\PCCPPPCCC\.positron\extensions\chuckjonas.duckdb-0.0.27-win32-x64","37.61","0.037","否"
"yazwh0.bitmagic","0.1.63-universal","C:\Users\PCCPPPCCC\.positron\extensions\yazwh0.bitmagic-0.1.63-universal","37.44","0.037","否"
"huohuaai.huohuaai","4.0.16-universal","C:\Users\PCCPPPCCC\.positron\extensions\huohuaai.huohuaai-4.0.16-universal","37.4","0.037","否"
"rahuldhole.simple-openapi-viewer","1.0.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\rahuldhole.simple-openapi-viewer-1.0.0-universal","37.37","0.036","否"
"gooddata.gooddata-vscode","0.42.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\gooddata.gooddata-vscode-0.42.0-universal","37.37","0.036","否"
"kevinyuan.vscode-tikzjax","0.4.38-universal","C:\Users\PCCPPPCCC\.positron\extensions\kevinyuan.vscode-tikzjax-0.4.38-universal","37.33","0.036","否"
"wolfbook.wolfbook","2.7.14-win32-x64","C:\Users\PCCPPPCCC\.positron\extensions\wolfbook.wolfbook-2.7.14-win32-x64","36.8","0.036","否"
"klaatai.klaatai","0.4.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\klaatai.klaatai-0.4.3-universal","36.29","0.035","否"
"open-bpmn.open-bpmn-vscode-extension","1.1.29-universal","C:\Users\PCCPPPCCC\.positron\extensions\open-bpmn.open-bpmn-vscode-extension-1.1.29-universal","36.26","0.035","否"
"cweijan.vscode-office","4.1.5-universal","C:\Users\PCCPPPCCC\.positron\extensions\cweijan.vscode-office-4.1.5-universal","36.07","0.035","否"
"ransananes.fast-wrangler-plus","0.1.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\ransananes.fast-wrangler-plus-0.1.4-universal","35.77","0.035","否"
"vscjava.vscode-gradle","3.18.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\vscjava.vscode-gradle-3.18.0-universal","35.36","0.035","否"
"mehul.sql-preview","0.6.11-universal","C:\Users\PCCPPPCCC\.positron\extensions\mehul.sql-preview-0.6.11-universal","35.36","0.035","否"
"charliermarsh.ruff","2026.60.0-win32-x64","C:\Users\PCCPPPCCC\.positron\extensions\charliermarsh.ruff-2026.60.0-win32-x64","35.28","0.034","否"
"peterson.super-figure","1.0.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\peterson.super-figure-1.0.4-universal","35.24","0.034","否"
"christopherhx.azure-pipelines-vscode-ext","0.3.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\christopherhx.azure-pipelines-vscode-ext-0.3.3-universal","35.12","0.034","否"
"crystalcrafter.database-platform","1.0.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal","35.07","0.034","否"
"ozzafar.debugmcpextension","2.1.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\ozzafar.debugmcpextension-2.1.0-universal","35","0.034","否"
"redis.redis-for-vscode","1.4.0-win32-x64","C:\Users\PCCPPPCCC\.positron\extensions\redis.redis-for-vscode-1.4.0-win32-x64","34.86","0.034","否"
"saikethan.flawly","0.2.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\saikethan.flawly-0.2.2-universal","34.73","0.034","否"
"fridaplatform.fridagpt","2.0.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\fridaplatform.fridagpt-2.0.3-universal","34.2","0.033","否"
"espressif.esp-idf-extension","2.1.0","C:\Users\PCCPPPCCC\.positron\extensions\espressif.esp-idf-extension-2.1.0","34.18","0.033","否"
"comp2300-anu.cortex-debug","0.3.19","C:\Users\PCCPPPCCC\.positron\extensions\comp2300-anu.cortex-debug-0.3.19","34.04","0.033","否"
"runql.runql-snowflake","1.2.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\runql.runql-snowflake-1.2.1-universal","33.73","0.033","否"
"copilot-arena.copilot-arena","1.2.7-universal","C:\Users\PCCPPPCCC\.positron\extensions\copilot-arena.copilot-arena-1.2.7-universal","33.53","0.033","否"
"hasugoii.antigravity-remote-control","3.1.3","C:\Users\PCCPPPCCC\.positron\extensions\hasugoii.antigravity-remote-control-3.1.3","33.52","0.033","否"
"lumyst.lumyst","0.8.1-win32-x64","C:\Users\PCCPPPCCC\.positron\extensions\lumyst.lumyst-0.8.1-win32-x64","33.52","0.033","否"
"fedaykindev.openchamber","1.16.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\fedaykindev.openchamber-1.16.1-universal","33.39","0.033","否"
"runql.runql-duckdb","1.1.2-win32-x64","C:\Users\PCCPPPCCC\.positron\extensions\runql.runql-duckdb-1.1.2-win32-x64","33.3","0.033","否"
"redhat.mta-core","8.1.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\redhat.mta-core-8.1.3-universal","33.22","0.032","否"
"sifli.sifli-sdk-codekit","1.4.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\sifli.sifli-sdk-codekit-1.4.3-universal","33.13","0.032","否"
"zhouchaunge.deep-copilot","0.32.7-universal","C:\Users\PCCPPPCCC\.positron\extensions\zhouchaunge.deep-copilot-0.32.7-universal","33.05","0.032","否"
"tidev.titanium-sdk","1.4.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\tidev.titanium-sdk-1.4.0-universal","33.01","0.032","否"
"wubzbz.debugpy","2026.6.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\wubzbz.debugpy-2026.6.0-universal","32.77","0.032","否"
"eliostruyf.vscode-front-matter","10.11.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\eliostruyf.vscode-front-matter-10.11.0-universal","32.73","0.032","否"
"kedro.kedro","0.8.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\kedro.kedro-0.8.0-universal","32.7","0.032","否"
"quarto.quarto","1.135.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\quarto.quarto-1.135.0-universal","32.47","0.032","否"
"jonpena.rocket-commit","1.1.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\jonpena.rocket-commit-1.1.0-universal","32.34","0.032","否"
"mythologiq.mythologiq-failsafe","5.9.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\mythologiq.mythologiq-failsafe-5.9.0-universal","32.31","0.032","否"
"mobilenext.mobiledeck","0.0.23-win32-x64","C:\Users\PCCPPPCCC\.positron\extensions\mobilenext.mobiledeck-0.0.23-win32-x64","32.3","0.032","否"
"salesforce.salesforcedx-vscode-services","67.4.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\salesforce.salesforcedx-vscode-services-67.4.0-universal","32.26","0.032","否"
"trabpukcip.wolf","0.4.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\trabpukcip.wolf-0.4.3-universal","32.05","0.031","否"
"tryforge.forgevsc","1.2.8-universal","C:\Users\PCCPPPCCC\.positron\extensions\tryforge.forgevsc-1.2.8-universal","32.04","0.031","否"
"toem-de.impulse","0.3.5-universal","C:\Users\PCCPPPCCC\.positron\extensions\toem-de.impulse-0.3.5-universal","31.89","0.031","否"
"redhat.vscode-knative","1.5.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\redhat.vscode-knative-1.5.0-universal","31.77","0.031","否"
"securityexpertscommunity.xp","3.21.4","C:\Users\PCCPPPCCC\.positron\extensions\securityexpertscommunity.xp-3.21.4","31.74","0.031","否"
"rokucommunity.brightscript","2.67.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\rokucommunity.brightscript-2.67.3-universal","31.36","0.031","否"
"julialang.language-julia","1.219.2","C:\Users\PCCPPPCCC\.positron\extensions\julialang.language-julia-1.219.2","31.28","0.031","否"
"obukhovai.image-compare","0.2.1-win32-x64","C:\Users\PCCPPPCCC\.positron\extensions\obukhovai.image-compare-0.2.1-win32-x64","31.28","0.031","否"
"bastndev.f1","2.2.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\bastndev.f1-2.2.0-universal","30.49","0.03","否"
"mvintg.odoo-file","1.0.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\mvintg.odoo-file-1.0.2-universal","30.48","0.03","否"
"ms-toolsai.jupyter","2025.9.1","C:\Users\PCCPPPCCC\.positron\extensions\ms-toolsai.jupyter-2025.9.1","30.4","0.03","否"
"valkotlarovhoffman.recomment","2.0.19-universal","C:\Users\PCCPPPCCC\.positron\extensions\valkotlarovhoffman.recomment-2.0.19-universal","30.4","0.03","否"
"hungpixi.antigravity-auto-accept","2.0.15-universal","C:\Users\PCCPPPCCC\.positron\extensions\hungpixi.antigravity-auto-accept-2.0.15-universal","30.22","0.03","否"
"pinegrow.piny","0.0.20-universal","C:\Users\PCCPPPCCC\.positron\extensions\pinegrow.piny-0.0.20-universal","30.13","0.029","否"
"lakefs.lakefs-dvc","1.3.2","C:\Users\PCCPPPCCC\.positron\extensions\lakefs.lakefs-dvc-1.3.2","30.01","0.029","否"
"pathrule.pathrule-vscode","0.5.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\pathrule.pathrule-vscode-0.5.2-universal","30.01","0.029","否"
